q_init_w,q_init_x,q_init_y,q_init_z,q_final_w,q_final_x,q_final_y,q_final_z
0.6821662991169373,-0.2978831804910148,-0.280896626887464,-0.6058146436539948,0.7554305787888501,0.0305878372013236,0.03817389763739,-0.6533998199555694
