q_init_w,q_init_x,q_init_y,q_init_z,q_final_w,q_final_x,q_final_y,q_final_z
0.050492000857712,-0.0431843286139559,0.0180329876710386,-0.997627205170325,0.4105657976221414,0.0006032369133968,0.0058125705894459,-0.9118120055581712
