q_init_w,q_init_x,q_init_y,q_init_z,q_final_w,q_final_x,q_final_y,q_final_z
0.7709059985599658,0.0021310457267481,-0.0168976721224587,-0.636720829750313,0.6805322392347012,-0.2957917675169016,-0.2857966489969042,-0.6063851279395658
