q_init_w,q_init_x,q_init_y,q_init_z,q_final_w,q_final_x,q_final_y,q_final_z
0.4089502145928217,-0.0016981355711653,0.0062692577789248,-0.9125333376133272,0.4187510483501859,-0.0161706648059546,-0.0026200707211988,-0.9079530614869472
