time,Gyr_X,Gyr_Y,Gyr_Z
0.0,-0.004622,0.005799,0.009043
0.0024999999999977,-0.000365,0.001519,0.011948
0.0050000000000238,0.001649,0.002018,0.007363
0.0075000000000216,0.001252,0.002699,0.009737
0.0100000000000193,-0.000891,-0.001769,0.008581
0.012500000000017,-0.0008,-0.000301,0.005931
0.0150000000000147,0.002832,-0.002074,0.007466
0.0175000000000125,0.001552,0.002635,0.007943
0.0200000000000102,-0.00104,0.001372,0.007427
0.0225000000000079,-8.6e-05,0.002503,0.009476
0.0250000000000056,-0.000498,0.004103,0.010388
0.0275000000000034,0.002778,0.002486,0.009101
0.0300000000000011,0.003984,-0.002386,0.007192
0.0324999999999988,0.002334,0.000506,0.007003
0.035000000000025,-0.000627,0.000579,0.009254
0.0375000000000227,0.002914,0.00303,0.008286
0.0400000000000204,0.001775,0.000102,0.007332
0.0425000000000181,-0.000629,0.00507,0.008016
0.0450000000000159,0.000311,0.003593,0.008617
0.0475000000000136,0.000902,1.9e-05,0.008076
0.0500000000000113,-5.8e-05,0.001178,0.007134
0.052500000000009,0.000601,0.000309,0.00655
0.0550000000000068,0.000427,0.002063,0.01174
0.0575000000000045,0.003924,0.004379,0.008067
0.0600000000000022,0.002033,0.000658,0.00999
0.0625,-0.000659,0.000634,0.008946
0.0649999999999977,0.000785,0.0,0.01002
0.0675000000000238,0.001086,0.001397,0.007471
0.0700000000000216,0.00368,0.00448,0.011262
0.0725000000000193,-0.001261,0.003157,0.005359
0.075000000000017,0.000901,0.001404,0.008144
0.0775000000000147,-0.00387,0.004157,0.007146
0.0800000000000125,-0.001048,0.00312,0.008313
0.0825000000000102,-0.000198,0.003021,0.009228
0.0850000000000079,0.002085,0.008865,0.007562
0.0875000000000056,-0.000204,0.002591,0.008868
0.0900000000000034,-0.001943,0.002163,0.009612
0.0925000000000011,-0.001001,0.00281,0.007973
0.0949999999999988,-7.7e-05,0.001905,0.008374
0.097500000000025,0.002464,0.005089,0.008789
0.1000000000000227,0.003108,0.004335,0.008469
0.1025000000000204,-0.000453,0.000923,0.009211
