q_init_w,q_init_x,q_init_y,q_init_z,q_final_w,q_final_x,q_final_y,q_final_z
0.3607352157611084,0.2987126373872528,0.572948516133138,0.6725852081601064,0.342395577955133,0.322998523763281,0.6143952287653524,0.6332106479789188
