q_init_w,q_init_x,q_init_y,q_init_z,q_final_w,q_final_x,q_final_y,q_final_z
-0.1993342725694131,-0.7405943100997712,-0.2552977233624351,0.588735074607437,-0.6544083268851243,-0.5967460437348331,0.3088402922959162,0.3467875067599898
