q_init_w,q_init_x,q_init_y,q_init_z,q_final_w,q_final_x,q_final_y,q_final_z
0.5777093160325886,-0.2836856787775887,0.734448728053466,0.2153124420146305,0.3580248823222289,0.3363449007855095,0.6070181598413164,0.6246753116432584
