q_init_w,q_init_x,q_init_y,q_init_z,q_final_w,q_final_x,q_final_y,q_final_z
0.4517127903496695,0.003212213517919,0.0016599112249413,0.8921560857907971,0.4682757089146465,0.0030309485160386,0.0003774224529914,0.8835771224651929
