q_init_w,q_init_x,q_init_y,q_init_z,q_final_w,q_final_x,q_final_y,q_final_z
-0.8831717986144161,0.0024427431462477,0.0031064711822517,0.4690330020104048,-0.9344540737610008,0.0013720796579748,0.0016052174690563,0.3560774139225336
