q_init_w,q_init_x,q_init_y,q_init_z,q_final_w,q_final_x,q_final_y,q_final_z
0.0254522494709275,-0.0120777410206917,-0.0055451405375536,-0.9995874693681578,0.7733706441732847,-0.0027482490371439,-0.0135466312347519,-0.6338030679739018
