q_init_w,q_init_x,q_init_y,q_init_z,q_final_w,q_final_x,q_final_y,q_final_z
0.0234755657529197,-0.0089403442571722,-0.0028444281287544,-0.9996801662604468,0.1897722182734376,0.0195708458877512,0.0122453614540903,-0.9815564659327684
