q_init_w,q_init_x,q_init_y,q_init_z,q_final_w,q_final_x,q_final_y,q_final_z
0.6821129311703651,-0.2979349781737843,-0.2808443787703276,-0.6058734844475208,0.7563237965284293,0.0312291036376921,0.0379490842802971,-0.652348427779058
