q_init_w,q_init_x,q_init_y,q_init_z,q_final_w,q_final_x,q_final_y,q_final_z
0.999924021828414,0.0013991685868826,-0.0012710468297956,-0.0121810236725762,0.999897678991048,0.0063867912413054,-0.0066758326982984,-0.0109212500996832
