time,Gyr_X,Gyr_Y,Gyr_Z
0.0,0.000617,-0.000298,0.002946
0.0025000000000261,0.001505,0.001997,0.003749
0.0050000000000238,0.004753,-0.001603,0.004735
0.0075000000000216,0.000604,-7.2e-05,0.003833
0.0100000000000193,0.001966,-0.0011,0.004462
0.012500000000017,0.003538,-0.000873,0.004482
0.0150000000000147,0.003243,-0.001924,0.006806
0.0175000000000125,0.003856,-0.005916,0.005407
0.0200000000000102,-0.001845,0.001097,0.00243
0.0225000000000079,0.001765,-0.003186,0.003817
0.0250000000000056,0.002252,-0.000703,0.002211
0.0275000000000034,0.001255,-0.002483,0.00503
0.0300000000000011,0.001086,-0.002615,0.004201
0.0324999999999988,0.003798,-0.002925,0.002377
0.035000000000025,0.000218,-0.000565,0.002854
0.0375000000000227,0.00362,-0.001845,0.006046
0.0400000000000204,0.003526,0.000224,0.004414
0.0425000000000181,0.004145,0.000472,0.005836
0.0450000000000159,-0.001496,0.00072,0.004034
0.0475000000000136,0.002221,-4.6e-05,0.001373
0.0500000000000113,0.002249,-0.002664,0.003467
0.052500000000009,0.001964,-0.000806,0.00352
0.0550000000000068,0.000573,0.004903,0.004252
0.0575000000000045,0.000855,-0.001864,0.002114
0.0600000000000022,-6.4e-05,0.001927,0.004738
0.0625,0.00359,0.003105,0.002708
0.0650000000000261,0.002206,0.002547,0.002409
0.0675000000000238,0.001926,0.000247,0.001652
0.0700000000000216,-0.00153,1e-06,0.001871
0.0725000000000193,0.003634,0.002877,0.000999
0.075000000000017,0.004775,0.001299,0.002088
0.0775000000000147,0.004333,0.001763,0.003795
0.0800000000000125,0.005142,0.002541,0.003292
0.0825000000000102,0.001539,0.001288,0.006352
0.0850000000000079,0.001172,0.000419,0.002078
0.0875000000000056,0.001825,-0.001679,0.002495
0.0900000000000034,0.005197,-0.002213,0.003491
0.0925000000000011,0.002325,0.000805,0.004622
0.0949999999999988,0.002439,-0.001508,0.002944
0.097500000000025,0.002942,-0.002702,0.002835
0.1000000000000227,0.004172,-0.000602,-0.001189
0.1025000000000204,0.002501,0.000636,0.0025
0.1050000000000181,0.003707,0.001026,0.003993
0.1075000000000159,0.003856,0.001002,-0.000827
0.1100000000000136,0.001841,0.000726,0.005331
0.1125000000000113,0.001312,0.000469,0.006653
0.1150000000000091,0.002917,0.002038,0.002802
0.1175000000000068,0.003558,-0.000881,0.005331
0.1200000000000045,0.001585,-0.003026,0.004458
0.1225000000000022,0.00644,-9.1e-05,0.001643
0.125,0.000403,-0.000717,0.001659
0.1275000000000261,5e-06,0.000896,-0.00034
0.1300000000000238,0.002224,0.003146,-0.001542
0.1325000000000216,0.003321,0.001375,-0.001855
0.1350000000000193,0.002404,0.002602,-0.004353
0.137500000000017,0.001236,0.000382,-0.003082
0.1400000000000147,0.004085,0.004347,-0.000723
0.1425000000000125,0.00371,0.005896,0.001369
0.1450000000000102,0.001558,0.007116,0.000425
0.1475000000000079,0.002862,6.5e-05,0.001775
0.1500000000000056,0.000715,0.000785,0.000746
0.1525000000000034,0.002096,0.001437,0.001743
0.1550000000000011,0.004552,0.003298,0.002385
0.1574999999999988,0.005076,0.005481,0.004094
0.160000000000025,-5.1e-05,0.000479,0.00656
0.1625000000000227,-0.000465,0.002588,0.003279
0.1650000000000204,0.002166,0.001562,0.006347
0.1675000000000182,0.002427,0.000444,0.003286
0.1700000000000159,0.00763,0.001542,0.002935
0.1725000000000136,-0.000174,0.000491,0.003988
0.1750000000000113,-0.00149,-6.7e-05,0.00375
0.1775000000000091,0.001445,-0.001182,0.002908
0.1800000000000068,0.005405,-0.00267,0.001853
0.1825000000000045,0.003285,-0.004254,0.001808
0.1850000000000022,0.000957,-0.003724,0.002701
0.1875,0.003555,-0.002782,-0.001122
0.1900000000000261,0.002088,-0.000937,0.0022
0.1925000000000238,0.001275,-0.002119,0.004334
0.1950000000000216,0.001141,0.000473,0.00378
0.1975000000000193,0.005425,-0.002305,0.001688
0.200000000000017,0.001875,-0.001004,0.005154
0.2025000000000147,-0.000907,-0.002432,0.002835
0.2050000000000125,0.003355,-0.002351,0.001874
0.2075000000000102,-9.2e-05,0.000498,0.000959
0.2100000000000079,0.000655,0.000878,0.000732
0.2125000000000056,0.001686,0.00314,0.004003
0.2150000000000034,0.002492,-0.000393,0.003562
0.2175000000000011,0.001648,0.003809,0.003837
0.2199999999999988,0.002319,0.002975,0.004011
0.222500000000025,0.002559,0.002197,0.00385
0.2250000000000227,0.000188,-0.00021,0.002138
0.2275000000000204,0.000198,-0.003071,0.005351
0.2300000000000182,0.003562,-0.000682,0.002346
0.2325000000000159,0.003458,-0.001273,0.00392
0.2350000000000136,0.001986,0.000986,0.003619
0.2375000000000113,0.004938,-0.001098,0.004808
0.2400000000000091,0.003945,-0.000972,0.001509
0.2425000000000068,0.001738,-0.000615,0.002318
0.2450000000000045,-0.001156,-0.001493,0.002468
0.2475000000000022,0.0032,-0.002682,0.000498
0.25,0.000567,0.003127,0.000738
0.2525000000000261,0.001352,0.001898,0.003984
0.2550000000000239,0.000428,0.000484,0.001327
0.2575000000000216,0.003487,-0.001024,0.004816
0.2600000000000193,-0.001481,3.9e-05,0.005776
0.262500000000017,-0.001162,-0.001135,0.005907
0.2650000000000148,0.000546,0.001543,0.004906
0.2675000000000125,-0.001895,-0.001524,0.007997
0.2700000000000102,-0.003591,-0.000905,0.007858
0.2725000000000079,-0.002323,-0.003928,0.007888
0.2750000000000057,0.001053,-0.004256,0.007778
0.2775000000000034,-0.001997,-0.006896,0.004525
0.2800000000000011,0.00018,-0.001584,0.01036
0.2824999999999988,0.000294,-0.003414,0.009041
0.285000000000025,0.004274,-0.005496,0.004386
0.2875000000000227,0.002749,-0.003809,0.004243
0.2900000000000204,0.002708,0.001504,0.006171
0.2925000000000182,0.002844,0.001241,0.00455
0.2950000000000159,0.005455,-0.002901,-0.001831
0.2975000000000136,0.001463,0.000464,-0.000787
0.3000000000000113,0.006326,0.000804,0.000555
0.3025000000000091,0.008931,0.004726,-0.000998
0.3050000000000068,0.005483,0.005222,-0.002596
0.3075000000000045,0.001895,0.004921,-0.000428
0.3100000000000023,-0.000384,0.00506,0.000296
0.3125,-0.004897,0.009812,0.005922
0.3150000000000261,-0.004618,0.009838,0.011288
0.3175000000000239,-0.006491,0.008612,0.018121
0.3200000000000216,-0.003649,0.007767,0.02043
0.3225000000000193,-0.010191,0.005376,0.024784
0.325000000000017,-0.007071,0.004006,0.024056
0.3275000000000148,-0.010261,0.001996,0.030556
0.3300000000000125,-0.007306,-0.002633,0.030547
0.3325000000000102,-0.012192,-0.00461,0.030855
0.3350000000000079,-0.017564,-0.000444,0.036746
