q_init_w,q_init_x,q_init_y,q_init_z,q_final_w,q_final_x,q_final_y,q_final_z
0.0109779338742836,-0.018500504396903,0.016814230744675,-0.9996247044797536,0.0307103639780575,-0.0179873123849166,0.0176131472576843,-0.9992087664937896
