q_init_w,q_init_x,q_init_y,q_init_z,q_final_w,q_final_x,q_final_y,q_final_z
0.9999184145683958,0.0028699901177714,-0.0022163901819805,-0.012248060185648,0.999919043633826,0.0019779484426686,-0.002089091951676,-0.012394740545531
