q_init_w,q_init_x,q_init_y,q_init_z,q_final_w,q_final_x,q_final_y,q_final_z
0.9999235385957372,0.0017758453553471,-0.0010452216914005,-0.012193065532063,-0.9998932739643926,-0.0060971920440486,0.007014271314375,0.0112723080101002
