q_init_w,q_init_x,q_init_y,q_init_z,q_final_w,q_final_x,q_final_y,q_final_z
0.9997783349585272,-0.0173352699803956,0.0118938518030133,-0.0011426511058238,0.9997239132556884,-0.0198143070858585,0.0125484539387193,-0.0014236583815308
