q_init_w,q_init_x,q_init_y,q_init_z,q_final_w,q_final_x,q_final_y,q_final_z
0.9994675068549896,0.0091092225379943,-0.0035614847668961,-0.0311294174709419,0.9994991798716688,0.0036688898180537,-0.0023705530107233,-0.0313418117183448
