q_init_w,q_init_x,q_init_y,q_init_z,q_final_w,q_final_x,q_final_y,q_final_z
0.999485203818084,0.0074965981266134,-0.0036737673950399,-0.0309779243716982,0.9994912426152844,0.0038319682189345,-0.0026728579416049,-0.0315504007161316
